PID,AdoptionSpeed
1823,2
1827,1
1828,3
1830,2
1833,2
1834,1
1838,1
1844,1
1848,3
1851,2
1852,3
1853,4
1854,1
1856,2
1858,2
1859,4
1860,4
1864,4
1865,2
1869,4
1870,4
1873,4
1874,2
1881,3
1883,2
1888,4
1889,2
1892,1
1895,2
1899,4
1902,2
1904,4
1906,2
1911,1
1912,1
1915,2
1916,1
1924,2
1935,4
1937,2
1942,4
1943,4
1944,2
1953,4
1954,2
1955,3
1959,1
1962,1
1971,2
1975,4
1978,4
1979,4
1981,1
1986,4
1989,2
1990,4
1994,2
1996,4
2002,2
2005,2
2007,2
2012,3
2017,4
2020,2
2022,4
2026,3
2027,4
2033,4
2040,3
2044,4
2045,2
2047,4
2053,4
2054,2
2062,2
2065,2
2070,1
2073,3
2074,2
2075,2
2078,4
2079,4
2083,3
2088,2
2090,3
2091,2
2095,4
2098,2
2100,1
2104,1
2106,2
2107,2
2109,4
2113,4
2119,4
2120,1
2122,4
2124,3
2128,2
2134,2
2135,3
2137,3
2139,4
2140,1
2142,2
2145,3
2149,3
2152,2
2153,2
2159,1
2163,4
2165,2
2173,2
2175,3
2185,1
2186,4
2187,4
2188,2
2191,2
2197,2
2200,2
2204,1
2205,2
2207,4
2209,4
2210,4
2211,3
2213,1
2214,4
2216,3
2218,1
2220,4
2230,1
2232,2
2233,4
2236,2
2240,2
2243,1
2244,2
2247,1
2251,4
2253,2
2254,4
2260,2
2262,2
2267,2
2274,4
2276,3
2286,2
2300,4
2304,4
2311,2
2313,2
2314,3
2320,2
2321,3
2324,4
2325,3
2326,2
2340,2
2344,2
2351,3
2353,2
2354,2
2356,4
2369,2
2371,1
2377,3
2379,3
2380,3
2381,2
2382,4
2388,4
2394,2
2408,3
2415,3
2422,1
2425,1
2427,4
2429,3
2431,2
2432,3
2434,4
2442,3
2443,4
2451,3
2460,2
2461,4
2471,4
2472,1
2473,2
2475,2
2477,0
2479,2
2481,3
2482,4
2485,4
2487,1
2492,2
2497,2
2498,1
2500,2
2501,3
2503,4
2506,2
2508,2
2509,4
2511,2
2515,2
2519,3
2524,2
2527,4
2529,4
2531,4
2534,2
2535,2
2536,1
2538,2
2539,2
2541,2
2542,2
2552,4
2553,1
2555,3
2560,2
2561,1
2568,4
2569,4
2571,3
2576,3
2581,2
2589,1
2590,2
2591,2
2595,4
2602,4
2608,1
2610,2
2613,2
2618,2
2620,2
2621,4
2623,1
2625,1
2631,4
2634,1
2636,4
2637,1
2638,4
2639,2
2642,2
2646,1
2654,2
2656,2
2657,4
2661,2
2668,2
2672,4
2674,2
2681,4
2694,1
2698,4
2699,2
2701,3
2704,4
2705,1
2710,1
2717,4
2718,3
2720,2
2721,2
2722,2
2730,4
2733,2
2734,4
2735,0
2736,2
2738,4
2745,2
2748,1
2754,4
2757,4
2758,3
2765,1
2772,2
2781,4
2782,4
2783,2
2784,4
2786,2
2788,2
2789,4
2790,2
2791,3
2798,1
2800,2
2801,2
2802,2
2803,1
2805,2
2806,2
2809,1
2815,4
2820,4
2825,4
2826,1
2835,1
2836,4
2838,3
2841,4
2842,2
2843,2
2846,2
2853,3
2860,4
2862,3
2867,2
2870,4
2871,3
2872,1
2874,4
2881,4
2885,1
2888,2
2889,2
2892,2
2895,4
2901,4
2906,4
2912,2
2913,1
2916,2
2917,1
2921,2
2922,2
2925,2
2926,3
2927,1
2928,1
2934,4
2936,2
2938,2
2943,2
2944,3
2949,3
2950,2
2952,2
2954,3
2956,1
2957,2
2959,4
2963,2
2964,1
2965,2
2966,3
2968,4
2972,1
2973,4
2976,4
2978,2
2979,2
2982,2
2983,2
2985,2
2988,2
2989,4
2991,1
2995,2
2999,4
3001,4
3005,4
3006,4
3016,4
3019,1
3026,4
3032,4
3037,4
3041,1
3044,4
3045,2
3055,4
3059,4
3067,2
3070,1
3075,2
3076,2
3079,2
3080,3
3081,2
3084,3
3091,2
3093,1
3096,2
3101,4
3102,4
3106,1
3112,4
3115,2
3116,2
3124,1
3128,2
3129,2
3130,4
3131,0
3132,2
3136,4
3137,2
3141,1
3146,2
3148,2
3152,1
3156,1
3158,4
3166,3
3168,2
3177,2
3178,1
3188,4
3189,3
3191,2
3192,2
3196,2
3197,4
3203,2
3205,4
3206,4
3207,2
3218,3
3219,2
3225,4
3237,2
3244,4
3248,4
3259,4
3264,4
3272,4
3274,0
3275,2
3276,4
3279,2
3282,2
3283,1
3287,4
3288,1
3291,2
3294,1
3299,2
3301,4
3310,2
3312,4
3318,2
3319,2
3322,1
3324,1
3325,4
3326,3
3331,3
3334,4
3335,1
3336,1
3337,4
3340,2
3345,2
3352,2
3358,2
3360,3
3364,2
3374,3
3375,2
3376,2
3385,4
3391,2
3392,4
3394,1
3395,1
3396,4
3397,3
3402,3
3404,4
3405,1
3406,4
3407,2
3414,2
3420,2
3422,4
3424,3
3428,2
3431,4
3432,4
3434,3
3438,3
3439,2
3443,3
3444,2
3446,3
3447,2
3454,1
3465,1
3468,4
3471,2
3474,2
3475,4
3476,4
3483,2
3492,3
3493,2
3496,4
3497,2
3499,4
3501,2
3502,2
3504,4
3506,1
3508,2
3512,3
3513,3
3514,4
3515,3
3526,4
3527,3
3528,4
3531,2
3541,2
3544,4
3550,4
3561,2
3565,2
3568,2
3569,2
3572,2
3573,1
3574,3
3578,2
3581,1
3583,4
3587,1
3590,3
3606,2
3608,3
3609,2
3613,2
3617,4
3618,4
3623,3
3627,4
3628,4
3630,4
3636,4
3641,1
3644,4
3649,3
3650,4
3652,3
3659,2
3666,4
3672,1
3678,1
3680,4
3682,4
3686,3
3690,3
3692,1
3696,2
3698,4
3703,4
3704,4
3705,2
3706,1
3709,1
3711,1
3712,3
3714,1
3721,2
3722,2
3725,4
3731,1
3737,2
3738,2
3740,1
3741,4
3742,4
3749,4
3750,2
3751,2
3759,4
3761,4
3771,4
3773,3
3775,1
3776,3
3779,2
3783,2
3784,4
3789,4
3793,1
3801,1
3802,4
3803,2
3805,3
3817,4
3818,3
3822,4
3828,2
3831,1
3832,1
3836,2
3838,4
3846,2
3848,4
3853,1
3859,1
3860,4
3873,1
3877,4
3881,1
3882,3
3884,4
3885,2
3886,2
3890,2
3894,2
3895,2
3897,2
3899,2
3902,1
3904,2
3913,2
3914,4
3916,3
3919,1
3920,4
3922,2
3924,2
3930,3
3940,1
3941,2
3951,4
3952,2
3955,4
3956,2
3965,2
3970,2
3973,4
3975,4
3980,2
3981,3
3984,2
3985,3
3989,2
3992,1
4001,2
4002,1
4016,2
4017,1
4023,1
4025,3
4028,2
4033,2
4035,2
4036,3
4037,2
4040,1
4048,2
4050,2
4052,1
4054,4
4056,1
4058,2
4059,2
4062,2
4064,3
4067,4
4069,1
4078,1
4083,1
4088,2
4090,2
4093,4
4106,2
4108,2
4116,2
4119,4
4123,3
4124,4
4127,1
4136,4
4143,1
4144,2
4148,4
4149,2
4152,1
4157,1
4158,2
4171,2
4174,2
4175,3
4177,2
4189,3
4190,3
4191,2
4193,2
4200,4
4203,3
4215,2
4222,3
4223,4
4225,3
4230,1
4233,1
4237,4
4238,2
4242,2
4245,2
4249,1
4256,4
4261,3
4268,1
4269,4
4271,4
4281,2
4286,1
4289,1
4293,4
4301,2
4302,2
4304,2
4308,2
4309,4
4311,2
4313,3
4314,3
4316,1
4321,4
4324,2
4325,2
4327,4
4329,2
4337,4
4342,2
4343,2
4346,4
4348,4
4350,4
4353,3
4362,2
4377,1
4384,2
4386,1
4394,4
4395,1
4404,4
4406,3
4421,3
4423,2
4429,4
4433,3
4437,2
4438,2
4440,4
4441,3
4445,4
4447,2
4449,2
4452,4
4453,2
4454,4
4462,2
4468,4
4469,2
4470,2
4471,4
4485,2
4488,2
4493,2
4494,0
4506,1
4509,3
4517,4
4520,4
4522,4
4524,4
4526,3
4527,1
4545,2
4549,4
4550,4
4553,3
4558,4
4559,4
4560,4
4562,2
4565,1
4569,3
4573,1
4574,4
4578,4
4580,4
4582,4
4583,2
4585,2
4589,2
4596,4
4601,3
4602,1
4604,2
4605,1
4606,2
4608,4
4616,2
4617,2
4619,2
4620,2
4621,2
4624,4
4632,3
4633,3
4635,2
4638,4
4639,1
4640,4
4642,4
4644,3
4645,3
4648,4
4651,4
4653,2
4656,4
4659,1
4663,2
4664,1
4665,1
4667,2
4671,1
4672,2
4675,2
4677,2
4682,4
4684,2
4689,4
4695,3
4699,4
4706,3
4708,4
4713,4
4717,4
4719,2
4726,4
4727,2
4728,1
4732,1
4733,4
4740,2
4743,2
4749,4
4754,0
4755,2
4757,3
4759,1
4761,2
4762,2
4765,4
4766,3
4768,1
4773,2
4775,2
4786,1
4787,2
4791,2
4797,3
4802,1
4804,2
4807,2
4809,2
4811,1
4814,2
4815,4
4816,4
4817,2
4818,2
4830,2
4831,4
4840,4
4841,3
4846,2
4848,1
4850,2
4852,3
4857,1
4858,1
4859,2
4861,2
4869,4
4879,2
4882,3
4885,2
4899,2
4904,1
4906,0
4908,1
4910,2
4915,4
4918,2
4920,4
4921,2
4923,4
4928,3
4929,4
4932,2
4936,4
4938,3
4939,3
4942,2
4944,3
4945,2
4947,3
4948,4
4949,4
4955,2
4959,3
4963,4
4966,4
4967,2
4968,3
4971,4
4973,3
4980,2
4983,4
4986,4
4988,1
4989,2
4990,3
4995,3
4998,4
5002,4
5004,4
5006,2
5007,4
5011,2
5019,4
5022,4
5023,1
5024,1
5028,2
5037,3
5038,4
5039,4
5040,1
5051,2
5060,3
5061,2
5064,1
5068,4
5071,2
5074,4
5082,4
5086,2
5092,3
5096,4
5108,2
5109,4
5110,2
5111,1
5113,1
5118,2
5121,4
5124,2
5129,2
5134,2
5139,4
5143,1
5145,3
5147,2
5152,3
5153,2
5157,1
5165,1
5169,4
5175,1
5176,4
5179,2
5181,2
5183,3
5184,2
5185,3
5188,2
5191,4
5192,2
5193,4
5195,2
5196,1
5201,3
5203,4
5204,2
5206,4
5208,2
5210,4
5213,2
5217,1
5227,4
5232,4
5240,4
5243,4
5244,1
5246,2
5247,2
5251,3
5254,3
5259,2
5261,4
5264,4
5268,1
5273,2
5278,2
5280,1
5283,2
5285,2
5286,3
5289,1
5294,4
5300,2
5302,2
5303,3
5308,4
5309,4
5312,3
5313,4
5317,4
5323,2
5334,2
5335,3
5338,1
5340,4
5341,2
5344,2
5350,4
5351,3
5357,4
5358,1
5365,2
5368,3
5373,2
5375,3
5378,4
5387,2
5389,2
5392,2
5394,2
5399,2
5401,2
5402,0
5405,2
5406,2
5412,2
5422,2
5426,4
5429,4
5435,1
5437,4
5439,1
5443,2
5454,3
5458,2
5459,3
5460,1
5466,1
5467,2
5468,2
5473,3
5478,3
5480,1
5483,2
5485,4
5489,4
5491,1
5497,1
5511,2
5512,2
5513,4
5515,4
5516,3
5517,2
5520,1
5533,3
5537,1
5542,4
5543,1
5552,4
5554,1
5555,3
5557,2
5561,4
5564,1
5567,1
5568,2
5569,2
5570,1
5572,4
5577,3
5578,4
5582,2
5583,1
5588,2
5593,4
5599,2
5606,4
5607,4
5612,2
5615,2
5616,4
5621,4
5622,4
5623,3
5625,2
5630,3
5637,4
5641,2
5647,4
5650,4
5657,4
5658,2
5662,4
5665,4
5666,4
5667,1
5669,2
5670,4
5674,2
5678,3
5682,4
5685,2
5687,4
5694,1
5698,4
5704,2
5706,3
5709,4
5711,4
5713,1
5722,2
5729,0
5730,1
5740,1
5742,1
5743,1
5747,2
5748,2
5751,2
5753,4
5754,3
5760,1
5761,2
5762,2
5764,2
5765,2
5769,4
5771,1
5773,4
5778,2
5785,3
5787,1
5788,3
5792,2
5793,4
5795,1
5797,4
5798,1
5803,1
5807,4
5811,4
5812,3
5818,1
5820,3
5822,1
5823,4
5830,4
5832,1
5834,2
5836,2
5844,2
5847,1
5851,3
5852,2
5853,3
5855,2
5864,3
5866,4
5868,2
5873,4
5876,2
5883,4
5887,1
5888,2
5890,4
5896,3
5898,4
5907,3
5911,2
5912,3
5916,1
5921,2
5925,2
5926,2
5929,4
5933,4
5935,4
5943,3
5944,2
5949,3
5952,4
5958,4
5959,3
5961,4
5963,1
5965,4
5966,1
5968,3
5969,1
5970,3
5972,2
5973,2
5975,4
5982,2
5987,4
5989,2
5997,2
6002,4
6005,2
6010,4
6011,2
6012,4
6015,4
6021,1
6022,2
6026,2
6028,2
6032,2
6036,2
6037,2
6039,2
6044,4
6045,1
6048,4
6049,4
6051,1
6054,4
6058,1
6059,4
6065,2
6070,4
6081,4
6086,3
6088,4
6091,3
6095,2
6097,2
6099,2
6101,2
6103,2
6109,3
6110,4
6112,1
6115,1
6117,3
6123,4
6124,4
6125,4
6131,4
6137,2
6139,1
6143,2
6144,1
6149,2
6156,1
6157,1
6159,2
6167,1
6173,4
6183,1
6185,2
6186,2
6192,2
6193,2
6197,2
6200,2
6202,4
6205,2
6214,2
6215,1
6220,4
6221,4
6227,4
6228,1
6231,2
6235,2
6238,2
6239,2
6240,2
6243,4
6244,4
6247,2
6248,2
6258,2
6261,1
6263,4
6264,4
6266,2
6271,4
6278,4
6280,4
6282,3
6283,2
6286,2
6288,2
6292,2
6294,1
6295,3
6298,3
6300,1
6303,2
6309,1
6315,2
6316,4
6326,4
6331,2
6335,4
6343,2
6347,1
6349,3
6354,3
6355,1
6358,3
6369,2
6372,4
6373,3
6376,2
6377,1
6378,1
6379,2
6387,3
6392,2
6394,3
6399,4
6401,4
6403,3
6405,1
6409,3
6412,1
6417,2
6418,2
6420,2
6426,4
6427,2
6430,2
6431,2
6432,3
6434,4
6442,2
6446,4
6450,1
6451,4
6454,2
6462,2
6464,2
6468,4
6469,1
6471,3
6473,1
6474,2
6475,1
6486,1
6489,3
6494,2
6499,4
6505,4
6506,1
6507,1
6508,1
6511,1
6512,3
6513,1
6516,2
6517,4
6518,4
6522,4
6525,2
6527,2
6529,2
6531,4
6532,2
6537,2
6541,1
6542,1
6554,4
6555,4
6558,1
6559,3
6573,3
6575,2
6576,4
6580,4
6581,2
6582,1
6589,1
6593,2
6594,2
6598,4
6603,1
6608,4
6610,2
6611,4
6615,2
6619,4
6624,4
6626,2
6636,4
6640,1
6641,2
6643,2
6646,2
6647,2
6649,2
6651,2
6663,2
6664,2
6665,4
6667,2
6671,2
6675,3
6682,2
6690,4
6693,2
6695,4
6698,2
6701,3
6705,2
6706,3
6709,3
6712,3
6713,4
6714,1
6720,4
6722,4
6728,3
6729,3
6732,2
6736,4
6739,1
6743,2
6745,3
6748,4
6756,2
6758,4
6764,2
6765,2
6766,2
6768,2
6771,4
6776,1
6778,3
6784,2
6785,2
6786,2
6787,3
6788,4
6790,2
6796,1
6805,3
6806,4
6810,2
6813,4
6817,2
6818,4
6819,3
6822,4
6823,1
6825,2
6830,0
6833,4
6834,2
6839,4
6840,2
6844,1
6851,4
6852,4
6853,1
6858,2
6861,2
6862,4
6869,3
6874,2
6878,2
6880,2
6884,1
6885,4
6891,4
6892,2
6895,2
6896,2
6907,4
6908,3
6911,4
6917,4
6920,2
6934,4
6937,4
6940,3
6941,4
6945,4
6948,2
6950,3
6954,2
6958,4
6959,0
6962,4
6966,1
6976,3
6977,1
6978,2
6982,2
6983,2
6984,3
6990,4
6994,2
6997,4
7002,3
7003,4
7011,1
7015,2
7019,2
7021,1
7022,2
7023,1
7027,1
7035,2
7040,4
7044,3
7046,2
7050,2
7052,2
7056,3
7058,4
7059,1
7060,2
7063,4
7079,2
7081,4
7091,1
7096,3
7099,4
7102,3
7108,3
7110,4
7111,4
7115,2
7116,3
7120,2
7123,2
7129,2
7135,2
7136,2
7140,4
7142,4
7144,2
7145,1
7146,1
7150,2
7152,2
7153,3
7155,2
7160,4
7164,4
7166,4
7171,4
7173,1
7176,2
7177,1
7182,2
7183,2
7185,4
7194,4
7197,2
7198,1
7199,2
7204,1
7209,2
7217,2
7218,4
7219,4
7220,1
7224,4
7225,1
7226,1
7228,2
7237,3
7240,2
7241,4
7247,4
7249,2
7250,3
7251,1
7253,2
7258,2
7264,3
7271,2
7275,4
7278,4
7288,4
7289,2
7290,2
7295,3
7303,2
7305,4
7306,4
7308,3
7310,2
7315,3
7319,2
7323,2
7327,4
7331,1
7332,2
7340,2
7348,1
7349,2
7355,2
7356,2
7357,2
7359,4
7360,2
7363,2
7369,1
7382,4
7387,2
7392,3
7397,4
7407,2
7413,2
7419,2
7435,1
7445,1
7454,2
7455,3
7462,2
7466,4
7470,1
7472,1
7478,2
7487,4
7489,2
7494,2
7497,2
7501,4
7505,2
7509,2
7510,2
7511,4
7515,3
7518,3
7523,0
7534,3
7535,4
7536,4
7543,4
7546,3
7548,1
7549,4
7550,2
7559,1
7560,4
7563,3
7565,1
7566,4
7568,2
7573,2
7577,2
7578,4
7579,3
7587,3
7591,4
7592,4
7593,4
7595,2
7598,1
7603,2
7612,4
7617,2
7618,2
7620,2
7626,2
7628,4
7629,4
7633,4
7653,4
7654,3
7655,1
7656,4
7662,4
7668,4
7670,4
7672,4
7676,2
7677,4
7680,1
7685,2
7686,3
7689,3
7691,2
7694,3
7700,2
7701,4
7707,3
7709,4
7715,1
7717,2
7719,3
7721,2
7723,2
7724,4
7728,4
7733,1
7736,2
7742,4
7747,2
7755,2
7757,3
7758,2
7763,2
7769,2
7771,3
7777,1
7778,1
7782,4
7784,4
7787,4
7794,2
7796,1
7802,4
7806,2
7807,4
7817,3
7818,2
7823,4
7825,2
7826,3
7833,2
7839,1
7844,1
7846,1
7852,4
7865,2
7870,4
7872,1
7873,3
7883,2
7885,4
7892,1
7895,3
7896,4
7899,2
7903,4
7905,4
7907,2
7910,2
7921,4
7924,4
7926,4
7927,1
7928,3
7930,1
7931,4
7942,1
7947,4
7948,1
7950,4
7954,2
7957,1
7960,3
7969,3
7970,4
7973,4
7976,4
7977,4
7978,1
7979,4
7985,4
7986,2
7988,2
7989,4
7998,2
8000,4
8003,2
8006,3
8010,4
8015,2
8019,1
8021,2
8022,3
8026,3
8029,1
8034,4
8037,2
8039,2
8040,4
8043,2
8046,2
8048,2
8052,2
8054,1
8062,2
8064,2
8072,1
8074,2
8086,4
8087,2
8089,1
8090,4
8093,1
8095,3
8100,4
8101,4
8104,2
8108,2
8109,4
8112,2
8116,1
8127,4
8128,3
8130,2
8132,4
8137,2
8141,3
8144,4
8147,2
8151,4
8153,4
8154,3
8156,1
8159,4
8160,1
8170,2
8171,4
8177,2
8183,2
8187,2
8190,2
8202,1
8211,2
8219,1
8220,3
8223,2
8232,1
8236,2
8237,1
8240,3
8248,1
8249,4
8250,2
8251,4
8255,3
8257,2
8259,2
8262,1
8264,3
8275,1
8281,2
8282,1
8285,1
8290,1
8294,1
8295,2
8299,3
8300,4
8302,2
8316,4
8317,2
8318,4
8325,1
8327,2
8328,1
8330,2
8332,2
8334,1
8336,3
8339,4
8340,2
8344,4
8345,3
8346,2
8350,2
8352,2
8360,2
8365,2
8367,2
8373,2
8383,2
8386,4
8392,2
8393,3
8394,4
8395,4
8398,3
8399,2
8401,1
8411,2
8416,2
8418,1
8427,2
8433,2
8434,2
8447,1
8449,1
8454,2
8458,2
8460,1
8461,4
8463,2
8464,3
8474,2
8475,4
8479,2
8482,2
8483,2
8484,1
8485,3
8490,2
8493,4
8495,4
8496,2
8503,4
8505,4
8508,2
8512,2
8516,3
8517,3
8519,3
8527,2
8530,1
8533,1
8537,1
8539,2
8542,4
8546,3
8550,4
8558,3
8559,2
8561,4
8563,4
8566,4
8567,2
8574,2
8581,3
8582,2
8586,2
8587,2
8590,1
8593,2
8594,1
8601,4
8602,1
8609,4
8611,4
8612,2
8615,3
8616,1
8620,4
8623,2
8627,3
8635,4
8636,4
8640,2
8648,4
8659,2
8666,1
8669,2
8670,2
8677,1
8681,2
8696,1
8700,2
8701,4
8706,4
8709,3
8710,3
8714,4
8715,4
8718,2
8721,2
8724,1
8725,1
8731,4
8735,2
8754,3
8755,4
8763,2
8765,3
8766,4
8774,4
8776,2
8778,1
8781,2
8787,1
8790,4
8793,4
8800,4
8803,4
8805,2
8807,3
8812,2
8815,2
8821,3
8824,3
8832,2
8834,1
8838,4
8841,4
8843,3
8845,4
8846,4
8850,2
8861,2
8862,4
8870,4
8874,1
8884,4
8886,2
8891,3
8892,4
8899,2
8901,2
8902,2
8903,4
8909,1
8910,4
8911,3
8912,4
8917,2
8923,1
8929,4
8937,3
8942,1
8943,2
8945,4
8946,2
8947,4
8951,4
8957,2
8959,1
8967,1
8977,2
8980,2
8987,1
8988,3
8997,3
8999,2
9000,2
9002,2
9017,2
9021,2
9028,2
9031,3
9033,4
9035,2
9037,4
9038,2
9042,2
9048,4
9050,4
9055,4
9056,4
9060,4
9061,2
9062,4
9070,4
9071,2
9075,1
9076,1
9077,4
9078,2
9083,2
9087,2
9093,4
9095,2
9098,2
9101,2
9103,2
9107,4
9109,2
9110,2
9117,4
9118,4
9119,2
9120,2
9123,3
9125,4
9128,2
9129,3
9131,4
9134,2
9142,4
9144,1
9156,2
9160,4
9162,4
9164,2
9165,2
9166,3
9171,4
9177,3
9184,2
9185,2
9186,2
9188,1
9189,4
9190,2
9192,3
9193,2
9194,2
9196,1
9197,4
9200,4
9204,4
9208,1
9210,2
9211,2
9217,3
9218,2
9224,3
9225,2
9227,2
9229,2
9232,4
9234,1
9243,3
9245,1
9254,3
9258,4
9264,2
9274,2
9281,1
9282,4
9284,4
9285,2
9287,2
9294,4
9295,3
9296,2
9297,4
9298,1
9302,4
9304,1
9307,2
9312,2
9316,3
9319,2
9321,1
9325,4
9326,2
9329,2
9331,0
9333,1
9337,4
9342,1
9343,4
9345,2
9346,3
9347,3
9349,2
9352,1
9355,1
9356,0
9358,4
9361,2
9367,3
9368,4
9370,2
9373,3
9378,4
9385,3
9386,2
9390,1
9391,3
9393,4
9412,2
9420,4
9424,2
9425,4
9427,2
9429,2
9430,4
9432,2
9436,2
9439,4
9446,2
9447,3
9454,3
9457,3
9462,3
9464,2
9465,4
9466,0
9467,2
9472,3
9474,4
9475,2
9476,2
9477,1
9483,2
9484,4
9498,2
9501,2
9503,2
9517,4
9522,2
9526,2
9528,4
9529,1
9531,1
9533,1
9537,4
9549,2
9551,2
9552,2
9555,2
9560,4
9567,3
9569,1
9576,2
9577,4
9584,4
9585,4
9589,2
9592,2
9601,2
9605,4
9606,4
9609,3
9612,2
9614,0
9615,4
9617,1
9618,2
9623,2
9627,2
9636,4
9646,1
9656,2
9659,1
9665,2
9668,4
9669,1
9676,2
9683,2
9689,3
9690,4
9693,2
9697,2
9699,2
9700,1
9702,2
9703,1
9711,2
9719,2
9720,1
9722,1
9723,4
9725,1
9726,2
9731,1
9733,1
9734,3
9742,4
9746,2
9749,4
9753,2
9757,2
9760,2
9762,4
9763,2
9764,4
9767,3
9768,4
9770,4
9774,3
9777,3
9783,1
9785,3
9796,3
9799,3
9800,4
9805,4
9806,4
9808,2
9811,2
9813,4
9814,3
9821,2
9825,2
9828,2
9831,3
9833,1
9836,3
9838,3
9839,2
9840,1
9841,1
9843,3
9846,1
9851,2
9854,1
9860,2
9862,1
9863,4
9868,4
9878,4
9883,4
