PID,AdoptionSpeed
989,2
990,4
996,4
998,2
1002,1
1003,4
1004,2
1007,1
1011,4
1012,4
1014,2
1015,4
1018,4
1022,2
1023,1
1024,4
1026,4
1027,2
1029,1
1037,3
1041,2
1044,4
1048,4
1050,2
1052,4
1053,1
1054,2
1056,2
1060,2
1061,4
1062,4
1065,1
1074,2
1079,1
1080,4
1083,4
1084,2
1088,2
1090,2
1098,4
1101,4
1102,4
1103,3
1104,1
1107,4
1110,4
1117,4
1120,4
1121,2
1122,4
1123,2
1130,4
1136,2
1140,2
1145,2
1146,2
1148,4
1149,4
1150,2
1151,1
1155,1
1157,2
1158,4
1160,2
1163,2
1165,4
1166,3
1171,3
1176,4
1178,4
1180,1
1183,1
1185,2
1189,4
1195,4
1196,3
1197,2
1198,4
1200,4
1205,1
1209,1
1213,1
1220,2
1223,2
1228,4
1230,4
1236,4
1238,2
1240,4
1241,2
1242,4
1243,2
1244,2
1248,3
1250,4
1261,3
1271,2
1272,4
1277,1
1281,2
1294,1
1299,2
1301,1
1304,2
1305,4
1306,2
1307,4
1309,2
1311,4
1313,4
1317,1
1322,4
1324,4
1327,4
1331,3
1333,1
1334,4
1342,1
1343,1
1344,4
1348,1
1350,4
1353,2
1355,1
1356,4
1360,4
1364,2
1366,2
1367,2
1370,2
1372,1
1375,4
1382,4
1386,2
1388,2
1395,4
1399,4
1403,2
1406,2
1407,4
1409,3
1415,1
1419,3
1424,2
1425,1
1427,4
1429,1
1437,2
1440,2
1444,3
1447,4
1448,3
1452,1
1455,1
1464,4
1466,4
1468,2
1469,4
1471,2
1472,4
1476,2
1477,4
1478,3
1480,2
1499,4
1509,2
1510,3
1511,4
1512,2
1517,2
1519,4
1521,4
1528,2
1532,4
1540,1
1544,3
1546,3
1550,4
1552,2
1553,4
1558,3
1559,4
1562,4
1564,4
1572,1
1573,2
1584,4
1589,2
1591,2
1594,4
1599,4
1607,1
1610,4
1616,2
1619,3
1623,2
1630,2
1633,1
1634,4
1638,1
1639,4
1641,2
1645,2
1647,2
1648,2
1649,2
1655,3
1662,1
1664,4
1665,2
1667,4
1669,2
1671,3
1672,2
1673,4
1674,2
1681,2
1683,2
1685,2
1686,2
1689,2
1698,2
1700,2
1712,4
1715,2
1718,1
1727,1
1728,3
1735,4
1740,4
1741,2
1742,2
1748,4
1754,4
1755,4
1756,4
1761,4
1766,1
1771,1
1772,4
1773,4
1774,2
1779,4
1781,4
1785,2
1791,4
1796,1
1800,2
1801,2
1805,4
1811,4
1815,1
1817,4
1823,1
1827,1
1828,4
1830,2
1833,4
1834,4
1838,4
1844,1
1848,2
1851,2
1852,2
1853,4
1854,2
1856,2
1858,4
1859,2
1860,4
1864,4
1865,2
1869,1
1870,2
1873,4
1874,2
1881,3
1883,2
1888,2
1889,2
1892,1
1895,2
1899,4
1902,2
1904,2
1906,2
1911,1
1912,1
1915,2
1916,2
1924,2
1935,4
1937,2
1942,4
1943,4
1944,3
1953,4
1954,2
1955,2
1959,2
1962,1
1971,4
1975,2
1978,4
1979,2
1981,1
1986,3
1989,2
1990,4
1994,2
1996,4
2002,1
2005,2
2007,2
2012,4
2017,4
2020,2
2022,4
2026,2
2027,2
2033,4
2040,2
2044,4
2045,1
2047,2
2053,4
2054,2
2062,2
2065,2
2070,1
2073,2
2074,2
2075,4
2078,4
2079,2
2083,2
2088,2
2090,4
2091,1
2095,4
2098,2
2100,1
2104,1
2106,2
2107,4
2109,4
2113,4
2119,4
2120,1
2122,4
2124,1
2128,1
2134,2
2135,2
2137,4
2139,4
2140,1
2142,2
2145,2
2149,4
2152,2
2153,2
2159,3
2163,3
2165,2
2173,4
2175,4
2185,1
2186,2
2187,4
2188,2
2191,1
2197,2
2200,2
2204,1
2205,2
2207,4
2209,4
2210,4
2211,2
2213,1
2214,2
2216,4
2218,3
2220,4
2230,4
2232,2
2233,3
2236,1
2240,2
2243,1
2244,2
2247,4
2251,4
2253,4
2254,4
2260,1
2262,4
2267,4
2274,2
2276,4
2286,2
2300,4
2304,4
2311,2
2313,2
2314,3
2320,2
2321,2
2324,4
2325,4
2326,2
2340,2
2344,4
2351,3
2353,2
2354,2
2356,4
2369,2
2371,1
2377,4
2379,3
2380,4
2381,2
2382,4
2388,4
2394,2
2408,1
2415,4
2422,2
2425,1
2427,4
2429,2
2431,1
2432,2
2434,4
2442,2
2443,4
2451,3
2460,2
2461,4
2471,2
2472,1
2473,1
2475,2
2477,4
2479,4
2481,4
2482,4
2485,4
2487,1
2492,2
2497,4
2498,4
2500,2
2501,2
2503,2
2506,2
2508,2
2509,4
2511,2
2515,2
2519,2
2524,2
2527,4
2529,4
2531,2
2534,2
2535,1
2536,1
2538,2
2539,1
2541,2
2542,4
2552,4
2553,2
2555,4
2560,2
2561,1
2568,3
2569,4
2571,2
2576,3
2581,2
2589,1
2590,1
2591,1
2595,4
2602,3
2608,1
2610,2
2613,2
2618,2
2620,2
2621,4
2623,2
2625,1
2631,4
2634,4
2636,4
2637,4
2638,4
2639,2
2642,2
2646,1
2654,1
2656,2
2657,4
2661,1
2668,2
2672,4
2674,1
2681,4
2694,1
2698,4
2699,2
2701,4
2704,4
2705,1
2710,2
2717,2
2718,4
2720,2
2721,1
2722,2
2730,4
2733,1
2734,4
2735,4
2736,2
2738,4
2745,1
2748,1
2754,4
2757,4
2758,3
2765,1
2772,2
2781,4
2782,4
2783,2
2784,4
2786,2
2788,1
2789,4
2790,2
2791,2
2798,2
2800,1
2801,1
2802,2
2803,1
2805,1
2806,2
2809,2
2815,4
2820,4
2825,4
2826,1
2835,1
2836,4
2838,2
2841,4
2842,4
2843,2
2846,1
2853,2
2860,2
2862,3
2867,4
2870,4
2871,3
2872,1
2874,4
2881,4
2885,1
2888,2
2889,2
2892,2
2895,3
2901,4
2906,4
2912,2
2913,4
2916,2
2917,1
2921,2
2922,2
2925,2
2926,2
2927,2
2928,1
2934,2
2936,2
2938,2
2943,2
2944,2
2949,4
2950,2
2952,2
2954,2
2956,1
2957,2
2959,4
2963,2
2964,1
2965,2
2966,3
2968,1
2972,1
2973,4
2976,4
2978,1
2979,4
2982,1
2983,4
2985,2
2988,2
2989,4
2991,4
2995,2
2999,4
3001,4
3005,4
3006,4
3016,4
3019,1
3026,4
3032,4
3037,4
3041,1
3044,2
3045,2
3055,2
3059,3
3067,2
3070,1
3075,4
3076,2
3079,2
3080,2
3081,3
3084,2
3091,4
3093,4
3096,2
3101,4
3102,4
3106,1
3112,4
3115,2
3116,2
3124,1
3128,2
3129,2
3130,4
3131,2
3132,2
3136,4
3137,2
3141,1
3146,2
3148,1
3152,1
3156,2
3158,4
3166,4
3168,2
3177,2
3178,4
3188,2
3189,2
3191,1
3192,2
3196,1
3197,4
3203,2
3205,4
3206,4
3207,2
3218,2
3219,2
3225,4
3237,2
3244,4
3248,4
3259,4
3264,4
3272,4
3274,2
3275,2
3276,4
3279,4
3282,2
3283,4
3287,4
3288,4
3291,2
3294,4
3299,2
3301,4
3310,1
3312,4
3318,2
3319,2
3322,1
3324,1
3325,4
3326,3
3331,4
3334,4
3335,2
3336,2
3337,4
3340,4
3345,2
3352,1
3358,1
3360,3
3364,4
3374,2
3375,4
3376,2
3385,4
3391,2
3392,4
3394,2
3395,1
3396,4
3397,4
3402,3
3404,2
3405,2
3406,4
3407,2
3414,2
3420,1
3422,4
3424,2
3428,2
3431,4
3432,4
3434,2
3438,2
3439,2
3443,3
3444,4
3446,4
3447,2
3454,1
3465,1
3468,4
3471,2
3474,2
3475,4
3476,4
3483,2
3492,2
3493,4
3496,2
3497,2
3499,3
3501,4
3502,4
3504,2
3506,1
3508,2
3512,2
3513,2
3514,4
3515,4
3526,4
3527,3
3528,2
3531,2
3541,2
3544,4
3550,4
3561,1
3565,2
3568,1
3569,4
3572,3
3573,1
3574,3
3578,2
3581,4
3583,3
3587,1
3590,4
3606,2
3608,2
3609,4
3613,2
3617,4
3618,2
3623,4
3627,4
3628,4
3630,2
3636,4
3641,1
3644,4
3649,4
3650,4
3652,1
3659,2
3666,2
3672,2
3678,1
3680,4
3682,4
3686,2
3690,2
3692,1
3696,2
3698,4
3703,4
3704,4
3705,2
3706,1
3709,2
3711,2
3712,3
3714,1
3721,2
3722,2
3725,4
3731,1
3737,2
3738,1
3740,4
3741,4
3742,4
3749,1
3750,2
3751,2
3759,2
3761,4
3771,2
3773,3
3775,1
3776,3
3779,2
3783,2
3784,4
3789,4
3793,4
3801,1
3802,4
3803,2
3805,2
3817,4
3818,2
3822,2
3828,2
3831,2
3832,1
3836,2
3838,1
3846,1
3848,4
3853,1
3859,2
3860,1
3873,2
3877,4
3881,1
3882,4
3884,4
3885,2
3886,2
3890,2
3894,2
3895,2
3897,4
3899,2
3902,2
3904,2
3913,4
3914,4
3916,4
3919,4
3920,3
3922,2
3924,2
3930,2
3940,1
3941,2
3951,4
3952,2
3955,2
3956,2
3965,2
3970,2
3973,4
3975,4
3980,2
3981,2
3984,2
3985,3
3989,2
3992,2
4001,4
4002,1
4016,4
4017,4
4023,2
4025,4
4028,2
4033,2
4035,1
4036,4
4037,2
4040,1
4048,2
4050,2
4052,4
4054,2
4056,1
4058,2
4059,2
4062,2
4064,3
4067,4
4069,4
4078,2
4083,1
4088,4
4090,2
4093,4
4106,2
4108,2
4116,2
4119,4
4123,2
4124,2
4127,2
4136,4
4143,4
4144,2
4148,4
4149,2
4152,4
4157,1
4158,2
4171,2
4174,2
4175,2
4177,2
4189,2
4190,2
4191,2
4193,4
4200,3
4203,4
4215,4
4222,4
4223,2
4225,1
4230,1
4233,1
4237,4
4238,2
4242,2
4245,2
4249,2
4256,4
4261,4
4268,1
4269,4
4271,4
4281,4
4286,1
4289,2
4293,2
4301,2
4302,1
4304,2
4308,2
4309,2
4311,2
4313,4
4314,4
4316,1
4321,4
4324,2
4325,2
4327,4
4329,1
4337,4
4342,1
4343,2
4346,2
4348,4
4350,2
4353,4
4362,2
4377,1
4384,2
4386,2
4394,4
4395,1
4404,2
4406,3
4421,4
4423,4
4429,2
4433,2
4437,2
4438,2
4440,4
4441,4
4445,4
4447,2
4449,2
4452,4
4453,2
4454,2
4462,2
4468,4
4469,2
4470,2
4471,4
4485,1
4488,2
4493,2
4494,2
4506,1
4509,4
4517,2
4520,4
4522,4
4524,2
4526,4
4527,1
4545,2
4549,4
4550,4
4553,2
4558,4
4559,4
4560,4
4562,2
4565,1
4569,1
4573,1
4574,2
4578,4
4580,4
4582,2
4583,2
4585,2
4589,1
4596,4
4601,4
4602,2
4604,2
4605,1
4606,4
4608,2
4616,1
4617,4
4619,4
4620,1
4621,2
4624,4
4632,3
4633,2
4635,1
4638,4
4639,1
4640,4
4642,4
4644,2
4645,2
4648,4
4651,2
4653,4
4656,1
4659,1
4663,1
4664,2
4665,2
4667,2
4671,1
4672,2
4675,2
4677,2
4682,4
4684,2
4689,2
4695,4
4699,2
4706,4
4708,4
4713,2
4717,4
4719,2
4726,3
4727,2
4728,1
4732,1
4733,4
4740,2
4743,2
4749,4
4754,0
4755,2
4757,4
4759,1
4761,1
4762,2
4765,4
4766,4
4768,1
4773,2
4775,1
4786,2
4787,2
4791,2
4797,2
4802,1
4804,2
4807,1
4809,4
4811,1
4814,2
4815,4
4816,4
4817,2
4818,4
4830,2
4831,4
4840,4
4841,2
4846,2
4848,1
4850,2
4852,2
4857,1
4858,1
4859,2
4861,2
4869,4
4879,2
4882,4
4885,2
4899,2
4904,1
4906,4
4908,1
4910,2
4915,4
4918,4
4920,4
4921,2
4923,4
4928,3
4929,4
4932,2
4936,4
4938,2
4939,2
4942,2
4944,2
4945,2
4947,4
4948,4
4949,4
4955,1
4959,2
4963,4
4966,4
4967,2
4968,2
4971,4
4973,3
4980,1
4983,4
4986,4
4988,1
4989,2
4990,4
4995,2
4998,4
5002,4
5004,4
5006,2
5007,4
5011,4
5019,4
5022,3
5023,1
5024,2
5028,2
5037,4
5038,4
5039,4
5040,1
5051,4
5060,3
5061,4
5064,1
5068,4
5071,2
5074,4
5082,2
5086,2
5092,4
5096,4
5108,2
5109,4
5110,1
5111,1
5113,2
5118,1
5121,3
5124,2
5129,2
5134,2
5139,4
5143,2
5145,1
5147,2
5152,4
5153,2
5157,1
5165,1
5169,4
5175,1
5176,4
5179,2
5181,2
5183,3
5184,2
5185,1
5188,2
5191,4
5192,2
5193,4
5195,1
5196,4
5201,4
5203,4
5204,4
5206,4
5208,4
5210,4
5213,4
5217,1
5227,4
5232,4
5240,4
5243,4
5244,1
5246,2
5247,2
5251,2
5254,4
5259,2
5261,2
5264,4
5268,4
5273,2
5278,1
5280,1
5283,2
5285,2
5286,2
5289,4
5294,4
5300,2
5302,1
5303,2
5308,2
5309,1
5312,4
5313,4
5317,4
5323,1
5334,2
5335,2
5338,2
5340,4
5341,4
5344,4
5350,2
5351,4
5357,4
5358,1
5365,1
5368,2
5373,2
5375,3
5378,4
5387,4
5389,1
5392,2
5394,4
5399,4
5401,2
5402,4
5405,4
5406,2
5412,2
5422,2
5426,4
5429,3
5435,1
5437,4
5439,1
5443,2
5454,4
5458,2
5459,3
5460,2
5466,1
5467,4
5468,2
5473,1
5478,2
5480,1
5483,2
5485,4
5489,1
5491,1
5497,1
5511,1
5512,4
5513,1
5515,3
5516,2
5517,2
5520,1
5533,2
5537,2
5542,4
5543,4
5552,4
5554,2
5555,4
5557,2
5561,2
5564,1
5567,1
5568,2
5569,1
5570,1
5572,4
5577,2
5578,4
5582,1
5583,1
5588,2
5593,0
5599,1
5606,4
5607,4
5612,2
5615,2
5616,4
5621,4
5622,4
5623,3
5625,2
5630,2
5637,4
5641,2
5647,4
5650,4
5657,4
5658,2
5662,4
5665,4
5666,2
5667,1
5669,2
5670,4
5674,2
5678,2
5682,4
5685,2
5687,4
5694,4
5698,4
5704,2
5706,4
5709,4
5711,4
5713,4
5722,4
5729,4
5730,4
5740,2
5742,1
5743,1
5747,2
5748,2
5751,2
5753,3
5754,2
5760,1
5761,1
5762,2
5764,2
5765,1
5769,4
5771,1
5773,4
5778,2
5785,3
5787,1
5788,4
5792,2
5793,4
5795,1
5797,4
5798,4
5803,2
5807,2
5811,4
5812,2
5818,1
5820,4
5822,4
5823,4
5830,3
5832,1
5834,2
5836,2
5844,2
5847,1
5851,2
5852,4
5853,4
5855,2
5864,2
5866,4
5868,2
5873,1
5876,2
5883,2
5887,2
5888,1
5890,4
5896,2
5898,2
5907,2
5911,2
5912,2
5916,2
5921,2
5925,4
5926,1
5929,4
5933,4
5935,4
5943,4
5944,2
5949,3
5952,4
5958,4
5959,4
5961,4
5963,1
5965,4
5966,1
5968,4
5969,1
5970,4
5972,2
5973,2
5975,4
5982,4
5987,4
5989,2
5997,2
6002,4
6005,2
6010,4
6011,2
6012,4
6015,4
6021,2
6022,2
6026,4
6028,2
6032,2
6036,2
6037,2
6039,2
6044,4
6045,2
6048,4
6049,4
6051,1
6054,4
6058,1
6059,4
6065,2
6070,2
6081,2
6086,3
6088,4
6091,2
6095,2
6097,2
6099,4
6101,1
6103,1
6109,4
6110,4
6112,4
6115,1
6117,3
6123,4
6124,4
6125,4
6131,2
6137,4
6139,2
6143,2
6144,1
6149,2
6156,4
6157,4
6159,2
6167,1
6173,4
6183,1
6185,2
6186,2
6192,1
6193,2
6197,2
6200,1
6202,4
6205,2
6214,2
6215,2
6220,4
6221,4
6227,2
6228,4
6231,2
6235,1
6238,2
6239,2
6240,2
6243,4
6244,4
6247,4
6248,2
6258,1
6261,1
6263,4
6264,1
6266,2
6271,4
6278,4
6280,4
6282,3
6283,2
6286,2
6288,2
6292,2
6294,4
6295,1
6298,2
6300,2
6303,2
6309,1
6315,4
6316,4
6326,3
6331,4
6335,4
6343,2
6347,2
6349,4
6354,2
6355,3
6358,2
6369,2
6372,4
6373,4
6376,2
6377,2
6378,2
6379,2
6387,4
6392,4
6394,2
6399,4
6401,4
6403,4
6405,1
6409,2
6412,4
6417,2
6418,1
6420,1
6426,2
6427,2
6430,2
6431,1
6432,4
6434,3
6442,4
6446,4
6450,1
6451,4
6454,2
6462,2
6464,2
6468,2
6469,1
6471,4
6473,4
6474,1
6475,2
6486,1
6489,4
6494,2
6499,2
6505,4
6506,1
6507,1
6508,1
6511,4
6512,2
6513,3
6516,2
6517,2
6518,4
6522,4
6525,2
6527,2
6529,1
6531,4
6532,2
6537,2
6541,3
6542,4
6554,4
6555,4
6558,1
6559,4
6573,3
6575,2
6576,4
6580,4
6581,1
6582,1
6589,3
6593,2
6594,2
6598,4
6603,4
6608,4
6610,2
6611,4
6615,2
6619,2
6624,4
6626,2
6636,4
6640,1
6641,2
6643,2
6646,2
6647,2
6649,2
6651,4
6663,4
6664,2
6665,3
6667,2
6671,2
6675,3
6682,4
6690,4
6693,2
6695,2
6698,2
6701,4
6705,2
6706,4
6709,4
6712,2
6713,4
6714,1
6720,4
6722,4
6728,2
6729,4
6732,2
6736,4
6739,2
6743,2
6745,2
6748,4
6756,1
6758,4
6764,2
6765,2
6766,2
6768,2
6771,4
6776,1
6778,2
6784,4
6785,2
6786,2
6787,4
6788,3
6790,3
6796,2
6805,2
6806,2
6810,1
6813,4
6817,2
6818,4
6819,4
6822,4
6823,1
6825,4
6830,3
6833,2
6834,1
6839,4
6840,2
6844,1
6851,4
6852,4
6853,1
6858,1
6861,4
6862,4
6869,4
6874,4
6878,1
6880,4
6884,1
6885,2
6891,4
6892,4
6895,2
6896,2
6907,2
6908,4
6911,3
6917,4
6920,2
6934,4
6937,4
6940,4
6941,2
6945,2
6948,1
6950,4
6954,1
6958,2
6959,2
6962,4
6966,3
6976,2
6977,1
6978,2
6982,2
6983,2
6984,4
6990,4
6994,2
6997,2
7002,2
7003,2
7011,1
7015,2
7019,2
7021,1
7022,2
7023,2
7027,1
7035,2
7040,4
7044,2
7046,1
7050,1
7052,2
7056,2
7058,4
7059,1
7060,2
7063,4
7079,2
7081,4
7091,2
7096,4
7099,4
7102,3
7108,4
7110,2
7111,4
7115,2
7116,4
7120,2
7123,2
7129,2
7135,4
7136,1
7140,4
7142,4
7144,2
7145,2
7146,2
7150,2
7152,2
7153,2
7155,2
7160,4
7164,4
7166,2
7171,2
7173,1
7176,4
7177,1
7182,4
7183,2
7185,2
7194,4
7197,2
7198,2
7199,2
7204,2
7209,2
7217,2
7218,4
7219,4
7220,1
7224,4
7225,3
7226,3
7228,2
7237,3
7240,1
7241,2
7247,4
7249,1
7250,4
7251,1
7253,2
7258,2
7264,2
7271,1
7275,4
7278,4
7288,2
7289,4
7290,2
7295,3
7303,1
7305,4
7306,2
7308,4
7310,4
7315,4
7319,1
7323,4
7327,4
7331,2
7332,2
7340,1
7348,1
7349,2
7355,2
7356,1
7357,2
7359,4
7360,2
7363,1
7369,4
7382,2
7387,2
7392,2
7397,4
7407,2
7413,2
7419,2
7435,2
7445,4
7454,2
7455,4
7462,2
7466,4
7470,1
7472,1
7478,2
7487,4
7489,2
7494,2
7497,2
7501,4
7505,2
7509,1
7510,2
7511,4
7515,4
7518,4
7523,4
7534,4
7535,4
7536,4
7543,4
7546,2
7548,3
7549,4
7550,4
7559,2
7560,4
7563,2
7565,1
7566,4
7568,4
7573,2
7577,4
7578,4
7579,2
7587,3
7591,4
7592,4
7593,4
7595,2
7598,4
7603,2
7612,4
7617,2
7618,2
7620,2
7626,2
7628,4
7629,2
7633,2
7653,4
7654,2
7655,1
7656,2
7662,4
7668,4
7670,4
7672,4
7676,4
7677,2
7680,1
7685,2
7686,2
7689,2
7691,2
7694,3
7700,1
7701,1
7707,3
7709,4
7715,1
7717,2
7719,2
7721,2
7723,2
7724,4
7728,4
7733,1
7736,1
7742,4
7747,2
7755,4
7757,2
7758,2
7763,2
7769,4
7771,3
7777,1
7778,1
7782,4
7784,2
7787,4
7794,1
7796,1
7802,4
7806,4
7807,4
7817,2
7818,2
7823,4
7825,1
7826,3
7833,2
7839,2
7844,2
7846,1
7852,4
7865,2
7870,4
7872,1
7873,2
7883,4
7885,2
7892,1
7895,4
7896,4
7899,2
7903,4
7905,4
7907,2
7910,1
7921,4
7924,4
7926,4
7927,4
7928,3
7930,1
7931,3
7942,1
7947,4
7948,1
7950,2
7954,2
7957,1
7960,2
7969,4
7970,4
7973,4
7976,2
7977,4
7978,4
7979,4
7985,2
7986,2
7988,1
7989,2
7998,2
8000,2
8003,2
8006,3
8010,4
8015,2
8019,1
8021,1
8022,2
8026,2
8029,1
8034,2
8037,4
8039,4
8040,4
8043,4
8046,2
8048,4
8052,4
8054,1
8062,1
8064,2
8072,1
8074,2
8086,4
8087,2
8089,1
8090,2
8093,4
8095,4
8100,4
8101,2
8104,1
8108,4
8109,2
8112,1
8116,1
8127,4
8128,3
8130,4
8132,2
8137,1
8141,2
8144,4
8147,2
8151,4
8153,4
8154,2
8156,1
8159,4
8160,1
8170,2
8171,4
8177,2
8183,4
8187,2
8190,1
8202,1
8211,2
8219,4
8220,2
8223,1
8232,1
8236,2
8237,2
8240,2
8248,1
8249,4
8250,4
8251,4
8255,4
8257,4
8259,4
8262,2
8264,4
8275,2
8281,4
8282,2
8285,2
8290,1
8294,1
8295,2
8299,3
8300,4
8302,4
8316,4
8317,2
8318,1
8325,2
8327,2
8328,2
8330,4
8332,1
8334,1
8336,2
8339,2
8340,2
8344,4
8345,4
8346,2
8350,2
8352,4
8360,4
8365,2
8367,2
8373,2
8383,2
8386,1
8392,2
8393,4
8394,4
8395,4
8398,2
8399,1
8401,1
8411,2
8416,2
8418,1
8427,2
8433,2
8434,2
8447,1
8449,1
8454,2
8458,2
8460,1
8461,4
8463,2
8464,4
8474,2
8475,4
8479,2
8482,2
8483,4
8484,1
8485,4
8490,2
8493,4
8495,4
8496,2
8503,4
8505,4
8508,2
8512,2
8516,4
8517,2
8519,4
8527,2
8530,1
8533,1
8537,1
8539,2
8542,3
8546,4
8550,4
8558,3
8559,2
8561,4
8563,4
8566,2
8567,2
8574,2
8581,2
8582,1
8586,2
8587,2
8590,2
8593,4
8594,1
8601,4
8602,1
8609,4
8611,4
8612,2
8615,3
8616,2
8620,2
8623,1
8627,4
8635,2
8636,2
8640,2
8648,2
8659,4
8666,1
8669,2
8670,2
8677,1
8681,4
8696,2
8700,2
8701,4
8706,4
8709,4
8710,2
8714,4
8715,2
8718,4
8721,2
8724,1
8725,1
8731,2
8735,2
8754,3
8755,4
8763,1
8765,3
8766,4
8774,4
8776,2
8778,4
8781,1
8787,1
8790,4
8793,4
8800,4
8803,4
8805,2
8807,4
8812,1
8815,2
8821,2
8824,3
8832,2
8834,4
8838,2
8841,4
8843,2
8845,4
8846,4
8850,2
8861,2
8862,2
8870,2
8874,4
8884,4
8886,2
8891,2
8892,3
8899,2
8901,2
8902,2
8903,4
8909,1
8910,4
8911,3
8912,4
8917,2
8923,1
8929,4
8937,3
8942,2
8943,2
8945,2
8946,2
8947,2
8951,4
8957,1
8959,1
8967,1
8977,2
8980,2
8987,1
8988,2
8997,2
8999,2
9000,2
9002,2
9017,2
9021,2
9028,3
9031,3
9033,4
9035,4
9037,3
9038,2
9042,2
9048,4
9050,4
9055,2
9056,4
9060,4
9061,2
9062,4
9070,4
9071,2
9075,4
9076,4
9077,4
9078,2
9083,1
9087,1
9093,2
9095,1
9098,2
9101,4
9103,2
9107,4
9109,2
9110,1
9117,4
9118,4
9119,2
9120,2
9123,2
9125,4
9128,2
9129,3
9131,4
9134,1
9142,4
9144,1
9156,2
9160,2
9162,4
9164,2
9165,4
9166,4
9171,4
9177,3
9184,2
9185,1
9186,2
9188,1
9189,2
9190,2
9192,4
9193,2
9194,2
9196,2
9197,4
9200,1
9204,4
9208,1
9210,2
9211,4
9217,4
9218,2
9224,2
9225,4
9227,1
9229,1
9232,4
9234,2
9243,4
9245,3
9254,4
9258,2
9264,2
9274,2
9281,1
9282,3
9284,4
9285,4
9287,1
9294,4
9295,4
9296,4
9297,4
9298,4
9302,4
9304,2
9307,2
9312,4
9316,3
9319,2
9321,1
9325,4
9326,4
9329,2
9331,4
9333,2
9337,4
9342,2
9343,2
9345,2
9346,3
9347,3
9349,2
9352,1
9355,3
9356,0
9358,4
9361,2
9367,2
9368,2
9370,2
9373,4
9378,3
9385,2
9386,4
9390,1
9391,2
9393,4
9412,4
9420,2
9424,1
9425,4
9427,2
9429,2
9430,4
9432,2
9436,2
9439,4
9446,1
9447,4
9454,2
9457,2
9462,4
9464,4
9465,4
9466,2
9467,4
9472,4
9474,4
9475,2
9476,2
9477,1
9483,2
9484,2
9498,1
9501,2
9503,4
9517,4
9522,4
9526,2
9528,4
9529,1
9531,1
9533,1
9537,4
9549,3
9551,2
9552,2
9555,2
9560,4
9567,4
9569,1
9576,2
9577,4
9584,4
9585,4
9589,4
9592,2
9601,2
9605,4
9606,4
9609,3
9612,2
9614,4
9615,4
9617,2
9618,2
9623,2
9627,2
9636,3
9646,2
9656,1
9659,2
9665,2
9668,4
9669,1
9676,2
9683,2
9689,2
9690,2
9693,2
9697,2
9699,1
9700,2
9702,2
9703,4
9711,2
9719,2
9720,1
9722,1
9723,4
9725,2
9726,2
9731,1
9733,1
9734,4
9742,2
9746,2
9749,4
9753,2
9757,3
9760,2
9762,4
9763,4
9764,4
9767,4
9768,3
9770,4
9774,2
9777,4
9783,1
9785,4
9796,2
9799,2
9800,2
9805,1
9806,4
9808,4
9811,2
9813,4
9814,4
9821,2
9825,2
9828,2
9831,2
9833,1
9836,4
9838,1
9839,2
9840,1
9841,4
9843,3
9846,1
9851,2
9854,2
9860,2
9862,2
9863,4
9868,4
9878,4
9883,3
